business_id,name,city,stars
X8mtoSxY8whtmbDlj0D3Aw,Imperial Asian Buffet,Las Vegas,2.0
M5Nvx_jkTf56Ne7tuXgCLQ,Grand Italia,Las Vegas,2.0
SYBOBuhM1AnFmpYYQCY92Q,AP's Grill and Tavern,Henderson,2.0
f5PPtPxB7CLgQuHiUBeBcQ,Brooklyn Bagel,Las Vegas,2.0
-bVpSr0gfct_Rka_AWZYAw,Johnny's Pizzeria,Henderson,2.0
AztVIokc5VtP4m8r6kSnWw,Subway,Las Vegas,2.0
buk0wVdm_42901qeVIoTrg,The Lunch Crew Catering,Las Vegas,2.0
BuGweXjpqEo_5ovBHd-7zQ,Wendy's,Las Vegas,2.0
J2lK3CpbCLJUXCc0OAPMsg,Cafe Verdi,Henderson,2.0
UZDoRmJzWquqy7jstth1FA,Pizza Hut,Las Vegas,2.0
eRlyQbR4Wn7F6JH5dVs4Qg,Clark County Detention Center,Las Vegas,2.0
W-2-3Vtha0P7qT92eN1GUw,Café Presse,Las Vegas,2.0
jkCkdlxISVraP-tnTsgOvw,Burger King,Las Vegas,2.0
w1gAEE4anHxNNZtJoJOTUg,Cook's BBQ,Las Vegas,2.0
Xe0ITIe5yBCaxGdLx-FaiQ,j-pop Lounge,Las Vegas,2.0
1Jm-fFPCAD-ZGM2J4HACXA,Pharoah's Pheast Buffet,Las Vegas,2.0
r93Aubf4vZ9ogtmEb6dV4g,Raspados Playas,North Las Vegas,2.0
VA0GbpAN0qpa3bdHJ2a2iA,El Tenampa,Las Vegas,2.0
ZZbaD-DKkILA_FvliElciw,Chuck E. Cheese,Las Vegas,2.0
KfyHN1LYS32ZPZ2AaGZZfg,Subway,Las Vegas,2.0
0lxyY2bwmpde2QHcnh8fZQ,Sahara Buffet,Las Vegas,2.0
EtWhX8jFs9rgDrvEOpFeIw,Subway,Las Vegas,2.0
jaW_S2fuJg3pf5JCQ5M_vg,Blues Bar-B-Q,Henderson,2.0
i9wyOB3M98FWZObEbFf7kg,The Sand Box,Las Vegas,2.0
U1_89WxlRg9DjhCDyF368A,President's Pizza,Las Vegas,2.0
2Dw0IxKXErYb6apmQ-JtOA,Sweet Water Prime Seafood,Las Vegas,2.0
unBYTLgYlDMisk7txLivKQ,Tropical Smoothie Cafe,Las Vegas,2.0
GdmBrEHLmudD81Lvxawt9A,Pho Hoang,Las Vegas,2.0
BIwjYT9nqbkF7kbzne-tmQ,Wolfgang Puck Express,Las Vegas,2.0
zqQ9yqNh0EtCIXATGlBS0A,LTO Pizza & More,Las Vegas,2.0
Ik4el2F6w2QFUCnx72W3OQ,Carl's Jr.,Las Vegas,2.0
QXPjl1G5XxlJhc8vaH2NLg,World Famous Tuscany Pizza,Las Vegas,2.0
ZnI8ISFuiWC588bfEAXcEg,Subway,Las Vegas,2.0
gBHFF3xGzN1_ZIOfmN_lzw,Subway,Henderson,2.0
ceVWEkif38SMGNcBR55PNA,Tay-Yo Sushi Seafood Buffet,Henderson,2.0
InDH4ZQ_byiQ5PyaqgHI8Q,Big Mama's Soul Food Rib Shack,Las Vegas,2.0
PWWuvwKa3sUnBIjTar4dEw,Burger King,Las Vegas,2.0
hMe7hiCo90jnMXyzmPnO6Q,Alfonso's Mexican Food,North Las Vegas,2.0
3-SRpK7tywhjeA_WQ_Z9_g,Monte's Pizza Restaurant,Las Vegas,2.0
EzZ7EN6-f8Yo4qe5fcENiQ,Blues BarBQ,Henderson,2.0
YCfGBnOZl8mGi7m7oWf4rg,Prickly Pear Cafe,Las Vegas,2.0
7SLZwNRhc2bpUXQXLypTTg,Burger King,Las Vegas,2.0
kblOOOjQ_36RL-r8yjse4w,Memphis Championship Barbecue,Las Vegas,2.0
AmIJMMd9OeT_mUj9DAn2ow,Papa John's,Las Vegas,2.0
JJEx5wIqs9iGGATOagE8Sg,Baja Fresh Mexican Grill,Las Vegas,2.0
GbYBL-LB8Dra49t8XCnVWw,Subway,Las Vegas,2.0
QQnEZAmD_ezxMJ8Cavnu3w,Kady's Coffee Shop,Las Vegas,2.0
9WeJvvyT-j3btKwvTXyzjw,Dotty's #7,Las Vegas,2.0
b1Dfmn7cmXU3GnlpNHnH7A,Philly Steak and Pizza Express,Las Vegas,2.0
a5c8kBGRGh1-pzF3TXiA2g,Pump N Snack,Las Vegas,2.0
O7D3kO1YMq3xfQG4sasZcA,Subway,Las Vegas,2.0
W8GVfGILy7an385lZSEvSw,Burger King,Las Vegas,2.0
0JBqWzaSuOBHUo56RirJpg,Jack in the Box,Las Vegas,2.0
yXeduTn7Q7BfNIS6SInpRg,Insomnia Munchies,Las Vegas,2.0
MP9LqzWeWTuMU4VkZo_M2w,Garden Cafe,Las Vegas,2.0
3Fr9RZ8Hfz1iWk51C2RMWg,East Coast Pizza,Las Vegas,2.0
Ch4mZlK2e5Ex1jbWPmr9Qw,Big Daddy's Pizzeria,Las Vegas,2.0
Fv3jcRVP8WBEdTR8E4l1hQ,World's Fare Buffet,Las Vegas,2.0
d6L5G9cBBYPcrBtYlCLFtg,Lily's Persian & Mediterranean Cuisine,Las Vegas,2.0
jNGIUPDbFDOUDk3yw9gEuw,Carl's Jr Restaurants,North Las Vegas,2.0
yIZROHhe6hfmmzLCtTIEJQ,Tootie's Place,Las Vegas,2.0
hLu4q64lPvF--9gd58lcPg,Noble Roman's Pizza,Las Vegas,2.0
ltELYeBXsbkQPlH16e-mOg,Roberto's Taco Shop,Las Vegas,2.0
f_vIr9vzQv0USejCvcawcg,Lo-Mein,Las Vegas,2.0
GJBLjDkfJ4tvkpAjDeCikA,Einstein Bros,Las Vegas,2.0
HUr7xaaplZQ5jxb_zF8ing,Burger King,Las Vegas,2.0
gGqppHYDpINGjRb8ru-dsA,Imperial Hawaiian Luau,Las Vegas,2.0
vgYqSHJ0WtIvaOB4UDBVQQ,A&W Restaurants,Las Vegas,2.0
u54Hx0VmPRzOtwvBShonSA,Subway,Las Vegas,2.0
KWxTv7S3cWaMhv3QiW5C2g,La Tapenade Mediterranean Cafe,Las Vegas,2.0
FbayoQWK77lRJ7Luo2WKlA,Panda Express,Las Vegas,2.0
UhHZOFwOgnPsoC_n1rzrsg,Marie Callender's,Las Vegas,2.0
KWo_0NYGYkID9EM5-YLmJQ,21 Buffet,Henderson,2.0
mYBM11YwgftyQJxYGkKnYQ,Rocky's Philly Cheese Steaks,Las Vegas,2.0
32u4chtkG4fIa52396iOhw,Papa John's Pizza,Las Vegas,2.0
ByYn1vNlI6MY_ZNoaH8eCw,Pegasus,Las Vegas,2.0
Mufm5Fot_GS2wNx2TpLfcg,Mexitalia X-Press,Las Vegas,2.0
CCNp1qS8n2gh51X7Wadabw,Vince Neil's Tatuado Cantina,Las Vegas,2.0
Q6kZqLHy-ikjMW-lBCXnKA,Tequileria Grille,Las Vegas,2.0
kANF0dbeoW34s2vwh6Umfw,Dairy Queen,Las Vegas,2.0
eBtEx6IQsQDoIDJXTDKdXA,Arby's Roast Beef Sandwich Restaurants,Las Vegas,2.0
MQlJrXuMAkTtWQQU_nszLQ,Wendy's,Las Vegas,2.0
dakUSKq6Vp9X2Qvp54t4vQ,China Joe's,Henderson,2.0
aQFXeuyxTF9xIeytWtrYKA,A&W All American Food,Las Vegas,2.0
hitpsDvCvgajUbSHxaUDlg,Arby's,Henderson,2.0
U8-1KmkPTZ0PpDK75NwdNg,Carl's Jr,Henderson,2.0
742D-FQL6glg1ek71G4R2w,Philadelphia Steak & Hoagie,Las Vegas,2.0
zCuFlGmDGFyj3ytMfmnXEw,Long John Silver's,Las Vegas,2.0
dbKnvc3eAugC-vRxw03Jzw,Del Taco,N Las Vegas,2.0
HpKcIWjcq3osQ13pBF0RXw,Home Team Sports,Las Vegas,2.0
SGPjYRy6x7R5ZlGa_nrskg,Ranch House Kitchen,Las Vegas,2.0
BYYTKKHMGoTPjILP-WMpFw,China Star Buffet,Las Vegas,2.0
M27gWyT2EpCCj-dSnXDJwA,Sakura Japanese Restaurant,North Las Vegas,2.0
DXYhrg9EXuW8n5QMnCoHAg,Burke in the Box,Las Vegas,2.0
rjZ0L-P1SRLJfiK5epnjYg,San Gennaro Feast,Las Vegas,2.0
AES2bv2pf2jIL5c2qVQ33w,Papa John's Pizza,Las Vegas,2.0
cUHPc4rW6qi3yTBPdQDCKw,Emperor's Garden,Las Vegas,2.0
MZjw8RBI7dBC6G7jkQFEmA,Zingers,Las Vegas,2.0
Ws3AWw9WPWDdpUQjhkXcxg,Jack In the Box,Las Vegas,2.0
bROdCU8DqDE4IY3qENFlow,Jack In the Box,Henderson,2.0
5tiXpKNobwttA5uYB16ttA,Wendy's,Henderson,2.0
leXt81sCi1dyH1RF7nT3ig,Roberto's Tacos,Las Vegas,2.0
Jd-XHSl0t0JWotORH0IsSg,Papa John's Pizza,Las Vegas,2.0
rUq7zZc-dWzC9H3KOPnsMQ,Wendy's,Las Vegas,2.0
aBCqrJwXAHnTgO2e_l0v8w,Carl's Jr,Las Vegas,2.0
oDcTa97TuRsNVg8urdw6qA,Papa John's Pizza,Las Vegas,2.0
9wUIxdYz-CCpGRLu9BxJdg,South Philly Steak & Fries,Las Vegas,2.0
lHHT7i2Cz0hGAASI2it3MA,Burger King,Henderson,2.0
ktJR5j14AH-Cc45J7jJ9nw,Subway,Las Vegas,2.0
q1tKmIMgDdBGwLzcuxnmtg,Jack in the Box,Las Vegas,2.0
Ym4qZJDUFz42rs0FCKJ7kw,Wendy's,Las Vegas,2.0
l3EkLGreTXChG0TQHyo2ow,Wendy's,Las Vegas,2.0
lF34YS1bt4Jvl4a1ZIafDw,Quiznos,Las Vegas,2.0
1lRytuj8IdLMHDFl2LetxA,Fortunes,Las Vegas,2.0
FO_6o6BAs3s8yzd-gDh3jQ,Jack In the Box,Las Vegas,2.0
PK2xVV2fqbWFrmtL8J99ig,Subway,Henderson,2.0
P3Wk4UFYZnPa75nCDfk87w,Kusina Ni Lorraine Express,Las Vegas,2.0
7PTQ-a8Fu4kxXccFvWWT-Q,Papa John's Pizza,Las Vegas,2.0
AOzTlFAnIvuv2Hj_gnepsw,Popeyes Louisiana Kitchen,Las Vegas,2.0
CsVCUymHT99HjyLuHNtUjA,Subway,Las Vegas,2.0
ZVetFAAt0_j0tEqiakpecA,Jack in the Box,Las Vegas,2.0
VPeMLO-nIpo6wH9Aaf2qig,"Burger King ",North Las Vegas,2.0
EVYGEs6vJwUPvapGPrKvfA,Jack In the Box,Las Vegas,2.0
vLpm63d_fxnbtiZTlbrQDA,Burger King,Las Vegas,2.0
IuS8Si2f_CCtNibHTPD7RA,Wendy's,Las Vegas,2.0
xq0RhDKNNUg8t3JJUqX3fw,Roberto's Taco Shop,Las Vegas,2.0
M7dW8WCWN7KlcdA2NxaYvg,Einstein Bros Bagels,Las Vegas,2.0
Lb9rNNCbF6gL5EM6znWJUA,Subway,Las Vegas,2.0
ihwYbxAuOntsaKScPxbXOg,Starbucks,Las Vegas,2.0
sNn7E_l6jb2WXyzUd-j7Kw,Wendy's,Las Vegas,2.0
1T1E5g1e-94becqAzvbLDQ,Wendy's,Henderson,2.0
AN6HjBZeEcLgekQawgmS3w,Jack in the Box,Las Vegas,2.0
cywq9_82MXfAygeO0h5jsg,Carl's Jr,North Las Vegas,2.0
8cn8zqkyz-UpGKXcKeIRYA,Wasabi Jane's Venetiaen,Las Vegas,2.0
4OeBE57Hs4WMLOTtT32d1Q,Bubba D's BBQ,Las Vegas,2.0
nneJ-Xttfx9rHD_Kaf6gWw,Carl's Jr,Las Vegas,2.0
ff6B-NAhNYnDFpaKziDBJg,Jack in the Box,Las Vegas,2.0
WifBAENwZVGlwCMYchBG3g,Jack in the Box,Henderson,2.0
1tNVPumjvFErYjvSXbOQ6Q,Wendy's,Las Vegas,2.0
9kCG5bJ3fT7gR29Gw1suiQ,Pho Nhu  Y,Las Vegas,2.0
wD7Qg9eounsAtUZjlMZOuA,China Pantry,Las Vegas,2.0
MR-oGBw4MLDoqAwS6TaYZw,Wendy's,Las Vegas,2.0
J_VOObYtNAsg8HQ5wViiPA,Carl's Jr.,Las Vegas,2.0
YwOmRv_m5leVtJ_HhtiWgw,Pho Huong Saigon,Las Vegas,2.0
IKmJzb67sLsaKa8PnCdl1w,Arby's Roast Beef Sandwich Restaurants,Las Vegas,2.0
6r8YOdxoNYfkEfqxl-nO1A,Subway,Las Vegas,2.0
5rPcuMOjSbKPuYzVLsstQQ,Papa John's Pizza,Las Vegas,2.0
qbNlcvt5Z1KGbzlw_LqaIA,Quiznos,Las Vegas,2.0
T66oqkB_Bllsl0bz9Objdg,Lucky Star Chinese & Japanese Buffet,Las Vegas,2.0
Q283sagGad1VlOncWykBKQ,Subway,Las Vegas,2.0
gloqQrObDeVaL_o3hb35PQ,Subway,Las Vegas,2.0
joykx2LTxkBKvh-fEk4aKw,Lucio Ristorante,Las Vegas,2.0
BjbR39fp7BnurXAq9gNNEg,China Olive,Las Vegas,2.0
fmdqJ5qn66k5UVEFSI3DPg,Pizza Hut Express,Las Vegas,2.0
S4PgRQ6tw7vyoTl5YynagA,El Rancho Restaurant,Las Vegas,2.0
TjZo2v8i7d4omCovsFA2pg,Papa John's Pizza,Las Vegas,2.0
zcgArjObRzQRH6MaqTPDmQ,Cafe Nikki,Las Vegas,2.0
0M7rIhQLKD-j2XSnKgt2ng,Sbarro,Las Vegas,2.0
ohqeJybL1FuFzN4P8pwxhg,Einstein Bros,Las Vegas,2.0
nQvn3VIhBqfD43Ag7QfflA,Long John Silver's,Las Vegas,2.0
5wJrvgv_MUB-BW6DDvfl3g,Flavor Flav's House of Flavor,Las Vegas,2.0
SgGsN9Uc8bSkE0p5IAkMAQ,Subway,Las Vegas,2.0
bw_bCNXNBrgarlmrgURkoA,Wendy's,Las Vegas,2.0
ckc3l8cSuggloG4NlquEFQ,Great Steak & Potato,Las Vegas,2.0
BIbjBxoiJLS8CnNsSP64TQ,360 Gourmet Burrito,Las Vegas,2.0
ujfIrNpNM9D020nPL4znRQ,Del Taco,Las Vegas,2.0
n-iHDxbFrNQoNIpt5TjiNg,Subway,Las Vegas,2.0
6xL0DuOl6PkkzyaJTCPtAw,Steak ’n Shake,Las Vegas,2.0
qGXlDvYxojI2dL4c__Byog,Subway,Boulder City,2.0
ir91fFZwnjgBnYCnrqNd6Q,Burger King,Las Vegas,2.0
8menaxER6kxM_Lyi5tBmSA,Subway,Las Vegas,2.0
6WE1SLCq_gUzJGQpglYM9A,Pizza Hut,Las Vegas,2.0
46P5yEu3aurgJ9IiGGloVQ,Roberto's Taco Shop,Henderson,2.0
nhjYGdlR5Yw5-uOQqCVF8A,Wendy's,Las Vegas,2.0
1NZNZHnGE4-FLZmU6xp3oQ,Kung Pao Wok,Las Vegas,2.0
AgNHVNTBYr_41ONiYO9gHQ,Grill City,Henderson,2.0
bfY7lYQWOg1UosYbJQceAw,Carl's Jr,Las Vegas,2.0
cwyGmQIRSH-o56GKfyRNvg,Jack In the Box,Las Vegas,2.0
25uxgxlqp7sW5F15wguyIA,Jack In the Box,Las Vegas,2.0
Qj1BoynaIVZiKEe8Peq3_g,Eats Italian,Las Vegas,2.0
bXISj8RpXaAilaPLtJuzKg,Aces,Las Vegas,2.0
sBZxxiJEuIFnSgQX4H6wpA,Subway,Las Vegas,2.0
TfeFpeiNbaYNg4Paf3YJow,Charley's Grilled Subs,Las Vegas,2.0
azciebW9VvZoPDz7rdo3TA,Chicago Hot Dogs & Subs,Las Vegas,2.0
g4JlY5lfQVB4UxApwyYm4w,Cabo Mexican Restaurant,North Las Vegas,2.0
TzpqNdtAZHXuIKf2xS0o2A,Blue Iguana Mexican Express,Las Vegas,2.0
dGDkqrsZNyZdRwaJtF3HwQ,Mariana's Cantina,Henderson,2.0
kqEvZj3BgmSKn4I-O-Adsg,Don Tortaco,Las Vegas,2.0
vWcDq3HDcN8PsoErage4jA,JACK IN THE BOX,Las Vegas,2.0
PezBzE1cRaPcm4rq6n50KA,Circle K,Las Vegas,2.0
wXnVKTuKZaAZFwKanUXqBQ,I LUV COTTON CANDY,Las Vegas,2.0
-MmAW2x9vMGuhVcALU7QRw,McDonald's,Las Vegas,2.0
vG1vX6vvyK6st5UWetPPeg,Dotty's #1,Las Vegas,2.0
J8_AGg7Pb6s4B75MHBMEUQ,Tropical Smoothie Cafe,Las Vegas,2.0
URn9u7InvoqmvLHWSlKuoA,Monte's Pizza Restaurant,Las Vegas,2.0
18sAHGZz-WCAFqmMNqscVw,Jack In the Box,Henderson,2.0
k0vkHxJTOex5GRpcznaayA,McDonald's,Las Vegas,2.0
dk1MV0MP32Xq-iBxzewl0A,Tropical Smoothie Cafe,Las Vegas,2.0
QqrmTtv2OXWFRlqRCG4FRA,McDonald's,Las Vegas,2.0
2fVnJlyKVkt1WjPOlNdP7g,McDonald's,Henderson,2.0
EbSX56Nddv-AcYlt58m0kg,Cafe Verdi,Las Vegas,2.0
5wTs_RnU7XE_S2uw20kU9A,McDonald's,Henderson,2.0
hAKz92Nyvyh05qIE6wpWHg,Tropical Smoothie Cafe,Las Vegas,2.0
XBIgiDL_sXYOroaX4ULaUw,McDonald's,Las Vegas,2.0
J2Am_nJkdicGk2S1DzwuPA,Carl's Jr,Las Vegas,2.0
0TljdWRIDQzlp4siHQ_BAQ,Denny's,Las Vegas,2.0
i53HvxUdQEMllZ1XmpjjyA,Sicily's Pizza,Las Vegas,2.0
dP1_wP59hvVDWNzFFS_6YQ,Subway,Las Vegas,2.0
CHW_DPKnTqudyRaDa4vwkg,McDonald's,Las Vegas,2.0
KMxrk1YDlj_qFI1JXK4zRg,McDonald's,Las Vegas,2.0
DGX2ldVGub9F1EAU9R7C5A,Subway,Las Vegas,2.0
W7Ylnm1JED6Ey0Kt9szqJA,McDonald's,North Las Vegas,2.0
-n1g9MdeG46v1-gzZ4ldvQ,Del Taco,North Las Vegas,2.0
sJ8B4Lq6AY-m5dzIbDNgyQ,McDonald's,Las Vegas,2.0
vGLl5xum2u2Qf8_AvzSenw,McDonald's,Las Vegas,2.0
a3vug2R5PvBCmzr6KU5RnA,Tropical Smoothie Cafe,Las Vegas,2.0
yLiaMaJFq03JxXPk4puloQ,McDonald's,Las Vegas,2.0
kaFItSnFuTSpmohv2jDbrQ,McDonald's,Las Vegas,2.0
vvHr2uKKIhfxVk-fYDmX9Q,Del Taco,Henderson,2.0
OSxC4A2g8fVn2XCH18FmAg,Jack in the Box,North Las Vegas,2.0
QhMhM3Mhokv6V-H0MRuYTg,McDonald's,Las Vegas,2.0
qrjRRBOUmN7MFxBQNuJZIA,Checkers,Las Vegas,2.0
n0wVs3pvWsFRNY1KDuITyA,McDonald's,Las Vegas,2.0
lxM13Vq0WzbLVxq1Cl04zQ,Nathan's Famous,Las Vegas,2.0
X-Hxv9miUzpFKcOaUVbRCw,Subway,Las Vegas,2.0
UrLrciFVqdgmMKkgCncx9Q,Burger King,Las Vegas,2.0
ajwGl90CuCZac3BKWY1ShQ,McDonald's,Las Vegas,2.0
dqtWVr1WlaQcmPPCrmZH3w,Del Taco,Las Vegas,2.0
v1ZcX46_bS-9foXvxWsxLw,Del Taco,Henderson,2.0
1BM4iXyCU-dIRnNQw-JtmA,Jack In The Box,Henderson,2.0
wUgDU94_PupcMx7s98DIdw,Subway,Las Vegas,2.0
4lAwPgy1m9Rd0oBpi4Hr2w,McDonald's,Las Vegas,2.0
7kXrUSjG67NitjRfRFn9cw,McDonald's,Las Vegas,2.0
BZF2OHvrkW5tWgRXvmTGdg,McDonald's,Boulder City,2.0
Wpt0sFHcPtV5MO9He7yMKQ,McDonald's,Las Vegas,2.0
_0ZIFTvfcA3UETO_S_JTNA,McDonald's,Las Vegas,2.0
yOvl22iVeqK3_EJbu5Qpaw,McDonald's,Las Vegas,2.0
xHEqgRS_p8ZE8GTgcJc2Hg,Jack in the Box,Las Vegas,2.0
tNA7PI3tw02Q_DRvvitANg,Subway,North Las Vegas,2.0
PAcD5cYk9yFtgUYvejaVfQ,Del Taco,Las Vegas,2.0
AdNbLQQWgR28-GWU0G-qJw,Denny's,Las Vegas,2.0
T6VKCBhHojQkCWp_IYO24w,McDonald's,Las Vegas,2.0
0jJfQEWEe-6ODl62XSynDw,Haggen Food & Pharmacy,Las Vegas,2.0
4oC1z2SDrpraoZzRIQ-WsA,McDonald's,Las Vegas,2.0
Tl9dhHhmJBl6PGSVk-OpMA,McDonald's,Las Vegas,2.0
ENSXtagSYILMBTVEj6p81Q,Jack in the Box,Las Vegas,2.0
cIWlTjt5HlWQ02mUZIz3Ng,The Maple Tree Cafe,Las Vegas,2.0
8w2Mzdz-JKy3qOpndK1Wqw,Subway,Las Vegas,2.0
a44h5KtCKxN6L7ScrE63HQ,Subway,Henderson,2.0
Fkpl9XOvqp2MXCAXsC-zWw,Jack In the Box,Las Vegas,2.0
HEMdpGwvwgsrGRIYSWqgBQ,Denny's,North Las Vegas,2.0
oJujreJoOoskuA09JJ39FQ,McDonald's,Las Vegas,2.0
7Ppgpgva-HP3o3h-xp2sWw,McDonald's,Las Vegas,2.0
ddplAthoA2pGLoSqhHpVkA,Don Tortaco,Las Vegas,2.0
WlqxMI84U-Cku3Qs-tJUJQ,Subway,Las Vegas,2.0
4d9BIUYJwAsMfMrH_0vdDQ,TGI Fridays,Las Vegas,2.0
wdxqWcQkS8SawOg1jaTZ4w,Rivas Mexican Grill #6,Las Vegas,2.0
NcrasPRJ3xm0K7JPxLFBGA,Tropical Smoothie Cafe,Las Vegas,2.0
DCKAhcwBwJQrrjmEunh9lg,Del Taco,Las Vegas,2.0
gsjxrwdHqKdTeNx3GeDKNQ,McDonald's,Las Vegas,2.0
qi-zm_G6qyxOybAx1VQ30A,McDonald's,Las Vegas,2.0
xlxDYmBKcxivtawHudutRw,Fatburger,Henderson,2.0
k1MYNHMMSbKLBH2bWNmtyg,Don Tortaco Mexican Grill,Henderson,2.0
qorLOp7fZ6X7GSQG_0wPdg,McDonald's,Las Vegas,2.0
ykfsYdN3QF8HEBa9EbJRBg,The Great American Bagel,Las Vegas,2.0
n7myBA912X_vl4bSz_tgOA,Haggen Food & Pharmacy,Henderson,2.0
RMIZvXChyfDWzWbNOK0l9Q,Jack In the Box,Las Vegas,2.0
YgL5oNrTj6rxr1KQjCM-fw,McDonald's,Henderson,2.0
xlJqe1gSZz9C2-87mRA8TA,McDonald's,Las Vegas,2.0
AVXw5x9Sg-jD5EVcvpxrQA,Burger King,Las Vegas,2.0
jBNK_385whkmX9M52vihMw,Burger King,Las Vegas,2.0
9Aq0MmPAYcz-Xm2vbUq98A,Carl's Jr.,Las Vegas,2.0
meIoY_9NhN8ttxL7ZcpEYQ,Burger King,Las Vegas,2.0
puaFlVmeV5xsb9IdiqjC7w,Burger King,Las Vegas,2.0
TyikKXcjTFmhyFizuaU_FA,Burger King,Las Vegas,2.0
L97gcZgV8Cm9-MSuAanO9Q,Burger King,Las Vegas,2.0
njvrJ45RWohxGy50HRYPtw,Burger King,Boulder City,2.0
NHLu8M71uawlg1QaAZCvEA,Carls Jr,Henderson,2.0
wNI7ys7fe58Xn1TnM9mFyQ,Burger King,Las Vegas,2.0
fg_KGtLwAw2IpXin0KdAZA,McDonald's,Las Vegas,2.0
nteAMOsI2DsTTR9v6G9E7A,Burger King,Las Vegas,2.0
2smgOPhpYbDT7G5tbVRdiQ,Burger King,Las Vegas,2.0
95ASq_FH5hLT1bA3fdISqw,Burger King,Las Vegas,2.0
S5HvZ_TUvt0B92LMV_lImg,Burger King,Las Vegas,2.0
FkXpr1ms8toOZ4sUWibPNA,Sonic Drive-In,North Las Vegas,2.0
45Rl4Lmi1ijnxag0Ua0-Mw,Great Steak,Las Vegas,2.0
Wr30AyA6PyGsuGS2FyJUcQ,Tropical Smoothie Cafe,Henderson,2.0
OzPSwxV8AH2S5KvoBTjH5Q,Tropical Smoothie Cafe,Las Vegas,2.0
p-5u8qhYmB-IcTaQcq2_pw,Tropical Smoothie Cafe,Henderson,2.0
roA-hNugvAwiyVirIFH8Aw,Sonic Drive-In,Las Vegas,2.0
99kGGQoig4YaRi-52VtqMA,Tropical Smoothie Cafe,Las Vegas,2.0
G9OOkWH5rLHN3DKNPMv1lg,Cafe at Harrah's,Las Vegas,2.0
6nPyQJp7xmc1cvYaolwn8Q,Subway,Las Vegas,2.0
DDs5YMhAjnP6oA5-eGw_TQ,Sonic Drive-In,Las Vegas,2.0
VnIz2QOa4eEm_ViV6ckCZA,Taco Bell,Las Vegas,2.0
8Uq4KDu10q1NAjA86v5Oeg,Subway,Las Vegas,2.0
JWN22sQ7cl9KjmIk0nMbUg,Taco Bell,Las Vegas,2.0
w6-qlTncaWlSxTJwK_HvfQ,Wendy's,Henderson,2.0
rd8NXOBTsASiXriuooki_A,Domino's Pizza,Las Vegas,2.0
WUwSC6YDIplLPYucqIQIFg,Wendy's,Henderson,2.0
6fKmO2gzGQhzM791H6b4mQ,Domino's Pizza,Las Vegas,2.0
gCx6B1rYx1qWWh-4WhudVQ,Mac's Kitchen,Las Vegas,2.0
hgwkI7cx-ki7cWOSzzyTLw,Quickee Burgers,Las Vegas,2.0
PbNKg8t_VNKzxPKydtkFDg,Checker's,Las Vegas,2.0
nJa_BdlXhDenFnnYlW6DyQ,Domino's Pizza,North Las Vegas,2.0
EiO5lrozazxIaqOnUvzCag,Domino's Pizza,Las Vegas,2.0
xPwTSwLwxyBfj6v6tWJzmg,Domino's Pizza,Las Vegas,2.0
m2AEBwg1b0VlsC3n-wqxIg,Domino's Pizza,Henderson,2.0
